hex_id,geometry,geom_time_min_5
8a1f99cdd577fff,"POLYGON ((514695.02728635975 5035056.9752554875, 514675.85425607365 5034983.175315628, 514601.92827980185 5034958.548429062, 514547.1759012756 5035007.721468397, 514560.3109179501 5035058.278998522, 514693.23101120535 5035058.588442796, 514695.02728635975 5035056.9752554875))","POLYGON ((514638.1974029815 5034952.827088709, 514529.79040866427 5035019.878051986, 514572.0698995428 5035021.186928678, 514576.53360157216 5035021.119515206, 514582.5455905275 5035020.8335041795, 514685.07840012514 5035005.685376423, 514638.1974029815 5034952.827088709))"
8a1f99cdd717fff,"POLYGON ((515187.8223736461 5034614.403608195, 515133.06552043004 5034663.579887101, 515152.23790724884 5034737.382984069, 515226.1669065093 5034762.01029225, 515280.9240863998 5034712.8344894545, 515261.7519403541 5034639.0309023615, 515187.8223736461 5034614.403608195))","POLYGON ((515164.2663537313 5034636.29268576, 515136.61509854137 5034681.964670721, 515186.5873178531 5034700.216290065, 515235.1426919313 5034709.454901037, 515212.0707792132 5034655.628025023, 515210.7628746709 5034653.3806982925, 515164.2663537313 5034636.29268576))"
8a1f99cdd707fff,"POLYGON ((515245.33901304856 5034835.813035992, 515319.26805868326 5034860.440467065, 515374.02556524536 5034811.265140408, 515354.85369950347 5034737.461906535, 515280.9240863998 5034712.8344894545, 515226.1669065093 5034762.01029225, 515245.33901304856 5034835.813035992))","POLYGON ((515278.4571686431 5034790.683158791, 515269.1676818708 5034807.780638143, 515272.61300180457 5034808.65556898, 515278.4571686431 5034790.683158791))"
8a1f99cdd737fff,"POLYGON ((515190.58236112236 5034884.987981419, 515245.33901304856 5034835.813035992, 515226.1669065093 5034762.01029225, 515152.23790724884 5034737.382984069, 515097.4815819912 5034786.558405633, 515116.6539293244 5034860.360659245, 515190.58236112236 5034884.987981419))","POLYGON ((515284.7805477214 5034746.048620978, 515114.821679185 5034755.9806180475, 515089.24347611045 5034794.903101302, 515076.46105068794 5034818.147253646, 515081.6062993245 5034827.314000546, 515152.6180475214 5034853.548227258, 515254.18936125486 5034852.982991459, 515258.6752416708 5034840.6176676955, 515287.94707460015 5034749.067055411, 515284.7805477214 5034746.048620978))"
8a1f99cdd72ffff,"POLYGON ((515374.02556524536 5034811.265140408, 515319.26805868326 5034860.440467065, 515338.439884905 5034934.24285755, 515412.36897686566 5034958.870411508, 515421.5475935096 5034950.627538421, 515421.8485895696 5034827.195884135, 515374.02556524536 5034811.265140408))","POLYGON ((515383.88224939664 5034844.9002561495, 515374.7985960354 5034848.077618619, 515270.160074998 5034975.206382139, 515362.5930399985 5034929.13754355, 515375.7445969467 5034915.11592904, 515406.673544694 5034878.385220085, 515417.5942689219 5034862.447353278, 515417.2969482448 5034859.369233807, 515416.65763166716 5034855.49037604, 515383.88224939664 5034844.9002561495))"
8a1f99cdd727fff,"POLYGON ((515319.26805868326 5034860.440467065, 515245.33901304856 5034835.813035992, 515190.58236112236 5034884.987981419, 515209.7544281639 5034958.789881769, 515283.6829063126 5034983.41732682, 515338.439884905 5034934.24285755, 515319.26805868326 5034860.440467065))","POLYGON ((515272.02056033927 5034840.127934577, 515258.6752416708 5034840.6176676955, 515250.18478897575 5034840.974784516, 515216.952317659 5034928.594260005, 515230.5268793328 5034946.324920256, 515265.47730115074 5034972.117612641, 515368.59104331955 5034841.9409816, 515272.02056033927 5034840.127934577))"
8a1f99cdd09ffff,"POLYGON ((515081.0704399051 5034983.336633668, 515154.9983042237 5035007.963969814, 515209.7544281639 5034958.789881769, 515190.58236112236 5034884.987981419, 515116.6539293244 5034860.360659245, 515061.898132047 5034909.535223446, 515081.0704399051 5034983.336633668))","POLYGON ((515140.25158361724 5034876.060014915, 515121.36577660486 5035086.89905947, 515132.1060236348 5035067.549580358, 515205.7169258262 5034932.688761337, 515206.84266241617 5034926.203415056, 515203.8158200068 5034923.629746828, 515142.2208773947 5034876.331393593, 515140.25158361724 5034876.060014915))"
8a1f99cdd0d7fff,"POLYGON ((515412.36897686566 5034958.870411508, 515338.439884905 5034934.24285755, 515283.6829063126 5034983.41732682, 515302.8546930215 5035057.218873874, 515311.39706805674 5035060.064512996, 515321.2865864374 5035060.088621708, 515331.0890308411 5035059.630425382, 515340.79936819954 5035058.213665506, 515350.3240900416 5035055.851985174, 515359.5714753344 5035052.568126863, 515368.4524737362 5035048.393713426, 515376.881563133 5035043.368943571, 515384.77757319715 5035037.542204754, 515392.0644670419 5035030.969607227, 515398.67207343824 5035023.714443695, 515404.536762551 5035015.846579832, 515409.60205867863 5035007.441781483, 515413.8191841037 5034998.580985057, 515417.1475288102 5034989.349518126, 515418.6965497627 5034983.228588187, 515412.36897686566 5034958.870411508))","POLYGON ((515417.1219304987 5034866.978956335, 515341.1221398598 5034889.523400524, 515263.501781027 5034974.423633077, 515264.20801415655 5034982.968717079, 515306.5999187322 5035008.779724866, 515326.6961085581 5035019.027432729, 515417.1219304987 5034866.978956335))"
8a1f99cdd08ffff,"POLYGON ((515302.8546930215 5035057.218873874, 515283.6829063126 5034983.41732682, 515209.7544281639 5034958.789881769, 515154.9983042237 5035007.963969814, 515168.4429451662 5035059.717757675, 515299.71762419224 5035060.036060845, 515302.8546930215 5035057.218873874))","POLYGON ((515261.5027571297 5034976.751816466, 515166.609598612 5035090.51878571, 515191.48501316464 5035070.392536782, 515266.75106258405 5034985.163509108, 515267.8699540374 5034978.300426138, 515261.5027571297 5034976.751816466))"
8a1f99cdd087fff,"POLYGON ((515154.9983042237 5035007.963969814, 515081.0704399051 5034983.336633668, 515026.3151706326 5035032.51034049, 515033.2989167559 5035059.392937852, 515168.4429451662 5035059.717757675, 515154.9983042237 5035007.963969814))","POLYGON ((515201.7210880803 5034926.746506851, 515159.1777896911 5034992.435422734, 515135.12715236633 5035033.538919898, 515082.99129603425 5035123.080026748, 515108.73280053475 5035100.2003216185, 515121.36577660486 5035086.89905947, 515132.1060236348 5035067.549580358, 515203.1004697537 5034931.738104323, 515202.78703694313 5034928.815492105, 515201.7210880803 5034926.746506851))"
