hex_id,geometry,geom_time_min_15
8a1f99cd8b6ffff,"POLYGON ((515018.0289616318 5034220.752930269, 515037.20198781247 5034294.558420019, 515111.13202898495 5034319.185454259, 515165.8896113523 5034270.006984664, 515146.7168258458 5034196.201004797, 515137.28698909376 5034193.059773303, 515049.09897648945 5034192.847971544, 515018.0289616318 5034220.752930269))","POLYGON ((514965.3723981895 5034097.839804885, 514770.85419185716 5034181.3911136715, 514872.8857256497 5034284.929700543, 514878.14328801364 5034289.897070263, 515218.79639378627 5034383.434363352, 515224.54577804473 5034375.638170204, 515238.740974209 5034282.995459604, 515238.73824786965 5034280.895719849, 515217.6228335153 5034196.544162412, 515152.4963189281 5034109.720057889, 514965.3723981895 5034097.839804885))"
8a1f99cd8b67fff,"POLYGON ((514944.09896701016 5034196.126018994, 514889.34256593353 5034245.304583382, 514908.51583278604 5034319.109583016, 514982.4452600405 5034343.736508373, 515037.20198781247 5034294.558420019, 515018.0289616318 5034220.752930269, 514944.09896701016 5034196.126018994))","POLYGON ((514926.4595251711 5034134.720324184, 514836.6580272699 5034178.602052649, 514835.2440113766 5034284.129706749, 514874.3313328737 5034371.11104131, 514882.13724961766 5034376.162215697, 514899.75584389427 5034377.381593139, 515025.23021344864 5034375.14733758, 515134.49053743714 5034330.65965824, 514977.4076042459 5034149.084165659, 514926.4595251711 5034134.720324184))"
8a1f99cdd4dffff,"POLYGON ((514779.831146307 5034343.66047366, 514853.75995962444 5034368.287290138, 514908.51583278604 5034319.109583016, 514889.34256593353 5034245.304583382, 514815.4131852533 5034220.677780982, 514760.6576387866 5034269.855964133, 514779.831146307 5034343.66047366))","POLYGON ((514938.7320959392 5034158.568669269, 514914.07390236715 5034161.76524392, 514837.0373359872 5034180.202744089, 514797.9701508035 5034193.5089225555, 514774.7441511558 5034206.14154577, 514766.6611585209 5034212.4106345875, 514760.11986243346 5034221.360790852, 514743.2033070449 5034363.914020557, 514737.9448425318 5034435.981400698, 514739.3212137317 5034485.789405886, 514873.9640862088 5034496.538671711, 515046.3591573975 5034487.316986624, 515074.9774316402 5034286.288903105, 514980.5923348119 5034180.73216761, 514938.7320959392 5034158.568669269))"
8a1f99cdd797fff,"POLYGON ((515001.6182467535 5034417.5411549285, 515075.54772053653 5034442.168203236, 515130.3047749992 5034392.990590928, 515111.13202898495 5034319.185454259, 515037.20198781247 5034294.558420019, 514982.4452600405 5034343.736508373, 515001.6182467535 5034417.5411549285))","POLYGON ((514978.8824738016 5034202.725288906, 514900.7976335953 5034247.94498469, 514874.3313328737 5034371.11104131, 514874.0324878124 5034480.851937524, 515069.55887110834 5034589.759595942, 515085.75426235935 5034574.600382777, 515141.6486706015 5034477.947091607, 515160.61618482275 5034357.363691806, 515158.3911589303 5034352.847786159, 515152.2317430613 5034342.667556507, 514978.8824738016 5034202.725288906))"
8a1f99cdd4cffff,"POLYGON ((514946.86204690294 5034466.718386001, 515001.6182467535 5034417.5411549285, 514982.4452600405 5034343.736508373, 514908.51583278604 5034319.109583016, 514853.75995962444 5034368.287290138, 514872.9331870311 5034442.091446577, 514946.86204690294 5034466.718386001))","POLYGON ((514979.31729303626 5034348.296683774, 514862.3309578263 5034377.692918277, 514738.6862082846 5034483.21046639, 514739.3212137317 5034485.789405886, 514748.4097051888 5034517.273397735, 514912.1896779671 5034590.072964007, 514962.5938459312 5034601.502460574, 515033.4827174172 5034605.2156559015, 515119.1867629632 5034608.543112242, 515128.10555793584 5034573.269049648, 515141.6486706015 5034477.947091607, 515138.0783161167 5034425.045201545, 515131.82327353593 5034412.387296955, 515044.00296102226 5034354.705966145, 514979.31729303626 5034348.296683774))"
8a1f99cdd4c7fff,"POLYGON ((514853.75995962444 5034368.287290138, 514779.831146307 5034343.66047366, 514725.0761277708 5034392.837799553, 514744.2495958658 5034466.641465883, 514818.17784180655 5034491.26829642, 514872.9331870311 5034442.091446577, 514853.75995962444 5034368.287290138))","POLYGON ((514835.90539553406 5034295.39649982, 514824.2641581219 5034295.51345395, 514737.0783457392 5034328.759684789, 514715.0477790482 5034368.669636019, 514714.1289819692 5034370.422816631, 514736.324630165 5034466.807012946, 514737.56816921115 5034469.920644802, 514742.1934631788 5034477.786050945, 514874.0324878124 5034480.851937524, 514898.37328324246 5034370.279218205, 514873.97013070434 5034295.80865975, 514871.6801873948 5034295.503278381, 514835.90539553406 5034295.39649982))"
8a1f99cdd7b7fff,"POLYGON ((515075.54772053653 5034442.168203236, 515001.6182467535 5034417.5411549285, 514946.86204690294 5034466.718386001, 514966.03499415406 5034540.5221893145, 515039.9639005331 5034565.14925167, 515094.7204270681 5034515.972496669, 515075.54772053653 5034442.168203236))","POLYGON ((515021.44948768284 5034458.87210596, 515016.9316687999 5034487.957614064, 515016.92448610463 5034494.234577968, 515016.93161350314 5034494.523447229, 515031.88615249563 5034458.897062989, 515027.6411270326 5034458.886909836, 515024.2951401114 5034458.878909003, 515021.44948768284 5034458.87210596))"
8a1f99cdd4effff,"POLYGON ((514837.3510297743 5034565.071609619, 514911.27932224714 5034589.698563087, 514966.03499415406 5034540.5221893145, 514946.86204690294 5034466.718386001, 514872.9331870311 5034442.091446577, 514818.17784180655 5034491.26829642, 514837.3510297743 5034565.071609619))","POLYGON ((514848.2884967927 5034295.636830348, 514831.929849469 5034297.098008778, 514745.7445091529 5034380.406772877, 514737.6391502403 5034389.653245875, 514667.96544292656 5034631.215050331, 514671.08594646776 5034637.354890167, 514795.9011829611 5034783.306868737, 514799.94406614243 5034786.071596909, 515175.2644114766 5034630.331106261, 515132.9654516096 5034415.311898665, 515034.32356952823 5034371.391788619, 514848.2884967927 5034295.636830348))"
8a1f99cdd4e7fff,"POLYGON ((514744.2495958658 5034466.641465883, 514689.4951052852 5034515.817934499, 514708.66853396624 5034589.62075759, 514782.5962125127 5034614.247602167, 514837.3510297743 5034565.071609619, 514818.17784180655 5034491.26829642, 514744.2495958658 5034466.641465883))","POLYGON ((514766.41845965007 5034478.720596359, 514744.0671832047 5034478.868087782, 514747.22992163955 5034513.648866895, 514753.8778032808 5034555.725794762, 514773.49928963504 5034579.346679708, 514789.10018828965 5034593.937086175, 514835.5960171832 5034555.584904961, 514815.3161757442 5034526.107462124, 514777.2009105289 5034484.611864118, 514766.41845965007 5034478.720596359))"
8a1f99cdd45ffff,"POLYGON ((514966.03499415406 5034540.5221893145, 514911.27932224714 5034589.698563087, 514930.4522300441 5034663.501523124, 515004.3805690034 5034688.128599505, 515059.1365675874 5034638.952701827, 515039.9639005331 5034565.14925167, 514966.03499415406 5034540.5221893145))","POLYGON ((515023.84149148123 5034406.651124521, 514874.0324878124 5034480.851937524, 514748.64368445583 5034554.14703983, 514716.21741947014 5034603.642497235, 514856.38601086783 5034799.047615339, 514947.29149346106 5034816.505477087, 515065.71439981513 5034804.201013553, 515210.7628746709 5034653.3806982925, 515215.9799573818 5034645.772071652, 515138.61310257146 5034482.139245137, 515023.84149148123 5034406.651124521))"
8a1f99cdd6b7fff,"POLYGON ((515146.7168258458 5034196.201004797, 515165.8896113523 5034270.006984664, 515239.82026642386 5034294.634127785, 515294.5787033707 5034245.45527695, 515281.05847386894 5034193.407723593, 515150.1797571925 5034193.090841638, 515146.7168258458 5034196.201004797))","POLYGON ((515268.15610828553 5034094.768589406, 515243.0977092301 5034095.17436882, 515155.7919006539 5034101.529049358, 515141.8157158994 5034103.617312247, 515099.8485488526 5034116.214720581, 515098.1344210761 5034123.53189143, 515069.7423217387 5034265.501212468, 515113.29639122996 5034311.04447155, 515134.49053743714 5034330.65965824, 515143.76605887373 5034338.958729732, 515218.1532339472 5034384.299362442, 515267.3158222363 5034389.151344503, 515421.8728377204 5034386.817978117, 515428.47515001753 5034381.990354124, 515431.90609528596 5034379.254682074, 515464.5542059826 5034331.3299172055, 515442.4083536733 5034273.105062417, 515386.51901501516 5034173.469506346, 515335.1381173753 5034109.4520486, 515324.2282809996 5034104.448292749, 515268.15610828553 5034094.768589406))"
8a1f99cdd6a7fff,"POLYGON ((515258.9927717381 5034368.439754577, 515332.92347329314 5034393.067020656, 515387.68223693466 5034343.88864587, 515368.50997232524 5034270.08252895, 515294.5787033707 5034245.45527695, 515239.82026642386 5034294.634127785, 515258.9927717381 5034368.439754577))","POLYGON ((515344.3075596498 5034174.032882432, 515224.14467502694 5034228.178158273, 515181.9324076154 5034345.7388592195, 515219.74547132396 5034382.147936609, 515233.55465825915 5034393.87991211, 515238.699023366 5034397.014210999, 515273.3178699878 5034412.518522181, 515408.11004653614 5034404.126463419, 515425.9097585233 5034392.005007936, 515466.2430273842 5034340.799539551, 515465.23506990884 5034337.39749006, 515458.4645312588 5034321.5939451745, 515408.9298112547 5034245.159756645, 515344.3075596498 5034174.032882432))"
8a1f99cdd79ffff,"POLYGON ((515165.8896113523 5034270.006984664, 515111.13202898495 5034319.185454259, 515130.3047749992 5034392.990590928, 515204.2348626785 5034417.61774812, 515258.9927717381 5034368.439754577, 515239.82026642386 5034294.634127785, 515165.8896113523 5034270.006984664))","POLYGON ((515155.7919006539 5034101.529049358, 514971.09098360816 5034162.02301902, 514974.6259718532 5034168.086224856, 515083.3471771104 5034294.185762271, 515151.7414788533 5034354.6981791, 515235.04939541547 5034406.148645916, 515273.3178699878 5034412.518522181, 515330.6403228708 5034408.447528678, 515324.4111454314 5034340.452071314, 515295.09061074693 5034229.394739377, 515291.6845412943 5034221.89851365, 515155.7919006539 5034101.529049358))"
8a1f99cdd617fff,"POLYGON ((515387.68223693466 5034343.88864587, 515332.92347329314 5034393.067020656, 515352.09569837345 5034466.872294338, 515422.6699032808 5034490.38154782, 515422.9984240395 5034355.652742915, 515387.68223693466 5034343.88864587))","POLYGON ((515471.6505108366 5034357.699598025, 515233.55465825915 5034393.87991211, 515314.7918222285 5034470.112172534, 515318.6884829615 5034468.7107381625, 515397.5689940252 5034424.331395085, 515431.0767077818 5034398.639076579, 515471.6505108366 5034357.699598025))"
8a1f99cdd78ffff,"POLYGON ((515223.4073284863 5034491.422531679, 515297.3374626256 5034516.049811811, 515352.09569837345 5034466.872294338, 515332.92347329314 5034393.067020656, 515258.9927717381 5034368.439754577, 515204.2348626785 5034417.61774812, 515223.4073284863 5034491.422531679))","POLYGON ((515169.30006258254 5034354.873855686, 515149.82023567986 5034360.370603644, 515141.36177904357 5034425.053112225, 515140.62129298755 5034495.520164623, 515251.35710829427 5034651.06829085, 515254.5741374329 5034652.631458818, 515257.7523203439 5034654.094546764, 515340.2926985153 5034675.326188889, 515417.173132865 5034639.018963477, 515340.64438208455 5034409.582912954, 515317.4587224956 5034395.916969731, 515169.30006258254 5034354.873855686))"
8a1f99cdd787fff,"POLYGON ((515168.64994733664 5034540.599667913, 515223.4073284863 5034491.422531679, 515204.2348626785 5034417.61774812, 515130.3047749992 5034392.990590928, 515075.54772053653 5034442.168203236, 515094.7204270681 5034515.972496669, 515168.64994733664 5034540.599667913))","POLYGON ((515039.5879754669 5034363.616486572, 515020.8820870371 5034365.915892648, 514907.94220640085 5034406.597295853, 514842.33109775797 5034467.800851213, 514852.68867364724 5034481.434705608, 514962.8628561956 5034590.304521123, 515033.41320686595 5034601.593726383, 515117.5543670455 5034607.928150998, 515119.89773477375 5034602.223401462, 515126.5744613727 5034572.787646456, 515162.04915648745 5034366.132702298, 515154.0180139148 5034363.791402943, 515039.5879754669 5034363.616486572))"
8a1f99cdd637fff,"POLYGON ((515352.09569837345 5034466.872294338, 515297.3374626256 5034516.049811811, 515316.5096481847 5034589.85424222, 515390.43982873985 5034614.48164528, 515422.4373650982 5034585.745454981, 515422.6699032808 5034490.38154782, 515352.09569837345 5034466.872294338))","POLYGON ((515444.88158356247 5034389.685241262, 515282.58359698916 5034440.793021777, 515281.1387634127 5034533.422212924, 515404.82494765596 5034704.535952431, 515442.36460277805 5034739.457035314, 515498.69662022736 5034711.077108871, 515502.8523871015 5034696.500313132, 515485.002972673 5034459.430711982, 515480.7517107993 5034442.911216918, 515444.88158356247 5034389.685241262))"
8a1f99cdd7affff,"POLYGON ((515297.3374626256 5034516.049811811, 515223.4073284863 5034491.422531679, 515168.64994733664 5034540.599667913, 515187.8223736461 5034614.403608195, 515261.7519403541 5034639.0309023615, 515316.5096481847 5034589.85424222, 515297.3374626256 5034516.049811811))","POLYGON ((515230.15354660706 5034416.602117007, 515191.46152880153 5034456.070107872, 515119.1867629632 5034608.543112242, 515229.7132118557 5034724.073222585, 515287.94707460015 5034749.067055411, 515350.42472968576 5034703.902880726, 515356.99620022025 5034698.741814499, 515378.35451754247 5034602.517331749, 515309.0074138369 5034473.019929681, 515270.5654863886 5034438.46409692, 515246.05483071605 5034419.895818592, 515230.15354660706 5034416.602117007))"
8a1f99cdd7a7fff,"POLYGON ((515059.1365675874 5034638.952701827, 515133.06552043004 5034663.579887101, 515187.8223736461 5034614.403608195, 515168.64994733664 5034540.599667913, 515094.7204270681 5034515.972496669, 515039.9639005331 5034565.14925167, 515059.1365675874 5034638.952701827))","POLYGON ((515031.46241135575 5034377.850788993, 514842.33109775797 5034467.800851213, 514754.4888685046 5034591.800426428, 514912.8671598063 5034716.358565816, 515107.1253487106 5034754.395640354, 515306.8399624979 5034692.042484527, 515316.5664339639 5034688.2111178655, 515222.5002994612 5034545.52278072, 515184.4085704584 5034488.971108504, 515035.736237619 5034378.916434802, 515031.46241135575 5034377.850788993))"
8a1f99cdd71ffff,"POLYGON ((515280.9240863998 5034712.8344894545, 515354.85369950347 5034737.461906535, 515409.61173401243 5034688.285722507, 515390.43982873985 5034614.48164528, 515316.5096481847 5034589.85424222, 515261.7519403541 5034639.0309023615, 515280.9240863998 5034712.8344894545))","POLYGON ((515237.5177444855 5034423.130254572, 515204.90574971423 5034450.581101896, 515117.5543670455 5034607.928150998, 515115.01075490075 5034615.632166477, 515147.36363871454 5034678.93540361, 515251.25734959217 5034833.878283777, 515253.477586446 5034833.828124828, 515261.65283034026 5034831.292743799, 515435.25165542896 5034751.815774014, 515444.7339238835 5034739.196225713, 515453.86799283454 5034686.991944094, 515441.16883031256 5034659.80859825, 515288.11472481245 5034455.237979454, 515275.86218150775 5034443.231923129, 515237.5177444855 5034423.130254572))"
8a1f99cdd457fff,"POLYGON ((514801.7693610492 5034688.050072089, 514875.6970861056 5034712.677039577, 514930.4522300441 5034663.501523124, 514911.27932224714 5034589.698563087, 514837.3510297743 5034565.071609619, 514782.5962125127 5034614.247602167, 514801.7693610492 5034688.050072089))","POLYGON ((514852.39215538546 5034467.969049135, 514739.3212137317 5034485.789405886, 514600.0340115236 5034670.251866332, 514803.15964464395 5034838.039261653, 514811.8133711177 5034838.0485460535, 514938.14258625405 5034794.597598635, 515175.2644114766 5034630.331106261, 515138.61310257146 5034482.139245137, 514852.39215538546 5034467.969049135))"
8a1f99cdd44ffff,"POLYGON ((515023.55319658964 5034761.93120635, 515097.4815819912 5034786.558405633, 515152.23790724884 5034737.382984069, 515133.06552043004 5034663.579887101, 515059.1365675874 5034638.952701827, 515004.3805690034 5034688.128599505, 515023.55319658964 5034761.93120635))","POLYGON ((515190.8781100711 5034587.452045099, 515069.55887110834 5034589.759595942, 514951.81661369646 5034718.417545534, 514939.40706149046 5034732.941741323, 514949.9701963775 5034771.617529, 514952.47082889586 5034778.578154908, 514992.7568506866 5034849.354106008, 515067.58531126357 5034855.28793439, 515087.65780574677 5034856.235988523, 515248.42857000016 5034852.757923626, 515258.6752416708 5034840.6176676955, 515284.31583676575 5034747.4806428505, 515276.85523010936 5034671.460993578, 515221.049235274 5034608.822360329, 515190.8781100711 5034587.452045099))"
8a1f99cdd447fff,"POLYGON ((514968.7977259789 5034811.1062466875, 515023.55319658964 5034761.93120635, 515004.3805690034 5034688.128599505, 514930.4522300441 5034663.501523124, 514875.6970861056 5034712.677039577, 514894.8699544571 5034786.479156301, 514968.7977259789 5034811.1062466875))","POLYGON ((515018.8544264641 5034481.58524096, 514794.61784421944 5034591.283746602, 514783.1211534335 5034802.663221486, 514803.15964464395 5034838.039261653, 514806.55004458025 5034842.3355966285, 514846.74332866515 5034883.403038501, 514858.78018625156 5034890.730570003, 514986.45703005814 5034865.359274443, 515062.8138945882 5034843.444655205, 515094.10904448625 5034829.377099862, 515167.71996078576 5034627.3021605145, 515130.73316395207 5034485.242092603, 515059.7638286943 5034481.938673083, 515018.8544264641 5034481.58524096))"
8a1f99cdd477fff,"POLYGON ((514875.6970861056 5034712.677039577, 514801.7693610492 5034688.050072089, 514747.01507177117 5034737.22520732, 514766.18818088336 5034811.02683393, 514840.1153385095 5034835.653815418, 514894.8699544571 5034786.479156301, 514875.6970861056 5034712.677039577))","POLYGON ((514854.1160837783 5034492.725534403, 514751.23559270153 5034495.716104918, 514592.2849193269 5034650.891877138, 514568.8653936951 5034744.525642056, 514642.99192900327 5034830.953687392, 514730.2400461331 5034894.660699764, 514845.2951521395 5034884.24395437, 514947.81202686345 5034817.86209957, 515081.1405861126 5034594.675651436, 515069.391955277 5034574.605560694, 514854.1160837783 5034492.725534403))"
8a1f99cdd46ffff,"POLYGON ((515097.4815819912 5034786.558405633, 515023.55319658964 5034761.93120635, 514968.7977259789 5034811.1062466875, 514987.970314104 5034884.908010175, 515061.898132047 5034909.535223446, 515116.6539293244 5034860.360659245, 515097.4815819912 5034786.558405633))","POLYGON ((515165.021821424 5034634.228103899, 515161.52500927926 5034635.2084292695, 515092.8006791982 5034658.084508535, 514909.3321661597 5034723.582594375, 514810.6204999218 5034836.701459771, 514807.5055816685 5034841.56016908, 514849.5934141214 5034891.375433437, 515001.02032007516 5034970.247455263, 515248.42857000016 5034852.757923626, 515258.6752416708 5034840.6176676955, 515284.31583676575 5034747.4806428505, 515165.021821424 5034634.228103899))"
8a1f99cdd467fff,"POLYGON ((514840.1153385095 5034835.653815418, 514859.2881674209 5034909.455088785, 514933.2153714917 5034934.082193155, 514987.970314104 5034884.908010175, 514968.7977259789 5034811.1062466875, 514894.8699544571 5034786.479156301, 514840.1153385095 5034835.653815418))","POLYGON ((514952.0406590919 5034726.105994209, 514916.5984632511 5034731.821021323, 514776.47331487155 5034803.9807486385, 514719.5921119493 5035025.163690827, 514716.2297446504 5035082.337483612, 514953.2078287602 5035033.869884013, 515038.5362811799 5034887.958648375, 515067.99786297424 5034823.426282459, 515066.32647307805 5034819.533876931, 515001.95286580786 5034736.823622596, 514952.0406590919 5034726.105994209))"
8a1f99cdd55ffff,"POLYGON ((514840.1153385095 5034835.653815418, 514766.18818088336 5034811.02683393, 514711.4344196134 5034860.201111825, 514730.60748930956 5034934.00189508, 514804.5340794891 5034958.628890547, 514859.2881674209 5034909.455088785, 514840.1153385095 5034835.653815418))","POLYGON ((514754.2536991681 5034781.842441659, 514690.85395571135 5034782.227153835, 514627.47919645644 5034929.705048057, 514639.2782865828 5034955.273742405, 514647.9694918929 5034969.314448245, 514840.3882205068 5034903.129973491, 514851.3441933311 5034894.8013611855, 514878.6312382667 5034866.313972748, 514861.40098791337 5034800.637053076, 514856.38601086783 5034799.047615339, 514754.2536991681 5034781.842441659))"
8a1f99cdd097fff,"POLYGON ((514987.970314104 5034884.908010175, 514933.2153714917 5034934.082193155, 514952.3879201633 5035007.883113254, 515026.3151706326 5035032.51034049, 515081.0704399051 5034983.336633668, 515061.898132047 5034909.535223446, 514987.970314104 5034884.908010175))","POLYGON ((515066.1082939429 5034822.499645598, 514931.1462921551 5034840.552932819, 514861.9041060778 5034888.6826627515, 514858.0108703392 5034892.095244634, 514853.2685506322 5034897.550007674, 514852.5236331749 5034908.435759486, 514865.94980566076 5035035.584793547, 514985.7376943734 5035075.175526342, 515069.2158992968 5034859.891263971, 515068.6055109065 5034834.081949087, 515066.1082939429 5034822.499645598))"
8a1f99cdd54ffff,"POLYGON ((514823.7068689702 5035032.429320524, 514897.6335055723 5035057.056438857, 514952.3879201633 5035007.883113254, 514933.2153714917 5034934.082193155, 514859.2881674209 5034909.455088785, 514804.5340794891 5034958.628890547, 514823.7068689702 5035032.429320524))","POLYGON ((514864.12992164027 5034879.655736534, 514843.4725945687 5034881.417782965, 514685.07840012514 5035005.685376423, 514614.0232411616 5035078.688232158, 514919.3552512965 5035151.074622046, 515008.3459617675 5035117.090886229, 515011.19228539115 5035113.4203716945, 515013.78025846183 5034956.168602865, 514864.12992164027 5034879.655736534))"
